Time,System Production (W)
04/03/2023 14:00,"61479.3281"
04/03/2023 14:15,"59294.3359"
04/03/2023 14:30,"56087.3359"
04/03/2023 14:45,"52603.3359"
04/03/2023 15:00,"49378"
04/03/2023 15:15,"46077.6641"
04/03/2023 15:30,"41839"
04/03/2023 15:45,"37737"
04/03/2023 16:00,"33376.6641"
04/03/2023 16:15,"28959.666"
04/03/2023 16:30,"24149.334"
04/03/2023 16:45,"19569.668"
04/03/2023 17:00,"15218.333"
04/03/2023 17:15,"11301.333"
04/03/2023 17:30,"7749.6665"
04/03/2023 17:45,"4583.6665"
04/03/2023 18:00,"1916"
04/03/2023 18:15,"188.3333"
04/03/2023 18:30,"0"
04/03/2023 18:45,"0"
04/03/2023 19:00,"0"
04/03/2023 19:15,"0"
04/03/2023 19:30,"0"
04/03/2023 19:45,"0"
04/03/2023 20:00,"0"
04/03/2023 20:15,"0"
04/03/2023 20:30,"0"
04/03/2023 20:45,"0"
04/03/2023 21:00,"0"
04/03/2023 21:15,"0"
04/03/2023 21:30,"0"
04/03/2023 21:45,"0"
04/03/2023 22:00,"0"
04/03/2023 22:15,"0"
04/03/2023 22:30,"0"
04/03/2023 22:45,"0"
04/03/2023 23:00,"0"
04/03/2023 23:15,"0"
04/03/2023 23:30,"0"
04/03/2023 23:45,"0"
04/04/2023 00:00,"0"
04/04/2023 00:15,"0"
04/04/2023 00:30,"0"
04/04/2023 00:45,"0"
04/04/2023 01:00,"0"
04/04/2023 01:15,"0"
04/04/2023 01:30,"0"
04/04/2023 01:45,"0"
04/04/2023 02:00,"0"
04/04/2023 02:15,"0"
04/04/2023 02:30,"0"
04/04/2023 02:45,"0"
04/04/2023 03:00,"0"
04/04/2023 03:15,"0"
04/04/2023 03:30,"0"
04/04/2023 03:45,"0"
04/04/2023 04:00,"0"
04/04/2023 04:15,"0"
04/04/2023 04:30,"0"
04/04/2023 04:45,"0"
04/04/2023 05:00,"0"
04/04/2023 05:15,"0"
04/04/2023 05:30,"0"
04/04/2023 05:45,"0"
04/04/2023 06:00,"0"
04/04/2023 06:15,"1263.6666"
04/04/2023 06:30,"4776.6665"
04/04/2023 06:45,"8523"
04/04/2023 07:00,"11189.667"
04/04/2023 07:15,"12283.333"
04/04/2023 07:30,"16942"
04/04/2023 07:45,"22397.666"
04/04/2023 08:00,"27863.332"
04/04/2023 08:15,"32578.666"
04/04/2023 08:30,"34769"
04/04/2023 08:45,"29145.666"
04/04/2023 09:00,"45845.3359"
04/04/2023 09:15,"50268.3359"
04/04/2023 09:30,"54050"
04/04/2023 09:45,"54311.3359"
04/04/2023 10:00,"55517"
04/04/2023 10:15,"57490.332"
04/04/2023 10:30,"62700.668"
04/04/2023 10:45,"65870.3281"
04/04/2023 11:00,"66887"
04/04/2023 11:15,"68662.6719"
04/04/2023 11:30,"69811.6719"
04/04/2023 11:45,"70218"
04/04/2023 12:00,"70271.3359"
04/04/2023 12:15,"70071"
04/04/2023 12:30,"69602.3359"
04/04/2023 12:45,"69226.3359"
04/04/2023 13:00,"67940.3359"
04/04/2023 13:15,"66763.6641"
04/04/2023 13:30,"65053.3359"
04/04/2023 13:45,"62862"
04/04/2023 14:00,"59813.3359"
04/04/2023 14:15,"58255"
04/04/2023 14:30,"56830.6641"
04/04/2023 14:45,"47533.332"
04/04/2023 15:00,"47758.668"
04/04/2023 15:15,"37574.3359"
04/04/2023 15:30,"42703.668"
04/04/2023 15:45,"39975.668"
04/04/2023 16:00,"35892.332"
04/04/2023 16:15,"29619.668"
04/04/2023 16:30,"25493.334"
04/04/2023 16:45,"22567.666"
04/04/2023 17:00,"18567.666"
04/04/2023 17:15,"14637.334"
04/04/2023 17:30,"11117.666"
04/04/2023 17:45,"7080.333"
04/04/2023 18:00,"2857"
04/04/2023 18:15,"540"
04/04/2023 18:30,"21.6667"
04/04/2023 18:45,"0"
04/04/2023 19:00,"0"
04/04/2023 19:15,"0"
04/04/2023 19:30,"0"
04/04/2023 19:45,"0"
04/04/2023 20:00,"0"
04/04/2023 20:15,"0"
04/04/2023 20:30,"0"
04/04/2023 20:45,"0"
04/04/2023 21:00,"0"
04/04/2023 21:15,"0"
04/04/2023 21:30,"0"
04/04/2023 21:45,"0"
04/04/2023 22:00,"0"
04/04/2023 22:15,"0"
04/04/2023 22:30,"0"
04/04/2023 22:45,"0"
04/04/2023 23:00,"0"
04/04/2023 23:15,"0"
04/04/2023 23:30,"0"
04/04/2023 23:45,"0"
04/05/2023 00:00,"0"
04/05/2023 00:15,"0"
04/05/2023 00:30,"0"
04/05/2023 00:45,"0"
04/05/2023 01:00,"0"
04/05/2023 01:15,"0"
04/05/2023 01:30,"0"
04/05/2023 01:45,"0"
04/05/2023 02:00,"0"
04/05/2023 02:15,"0"
04/05/2023 02:30,"0"
04/05/2023 02:45,"0"
04/05/2023 03:00,"0"
04/05/2023 03:15,"0"
04/05/2023 03:30,"0"
04/05/2023 03:45,"0"
04/05/2023 04:00,"0"
04/05/2023 04:15,"0"
04/05/2023 04:30,"0"
04/05/2023 04:45,"0"
04/05/2023 05:00,"0"
04/05/2023 05:15,"0"
04/05/2023 05:30,"0"
04/05/2023 05:45,"0"
04/05/2023 06:00,"5.3333"
04/05/2023 06:15,"920.6666"
04/05/2023 06:30,"3434.3333"
04/05/2023 06:45,"6202.3335"
04/05/2023 07:00,"9263.667"
04/05/2023 07:15,"13678.666"
04/05/2023 07:30,"18536.666"
04/05/2023 07:45,"23281"
04/05/2023 08:00,"27296.998"
04/05/2023 08:15,"31721.666"
04/05/2023 08:30,"35819.668"
04/05/2023 08:45,"39171.6641"
04/05/2023 09:00,"19966.668"
04/05/2023 09:15,"49676.3359"
04/05/2023 09:30,"52395.3359"
04/05/2023 09:45,"55214"
04/05/2023 10:00,"57826.6641"
04/05/2023 10:15,"60277.332"
04/05/2023 10:30,"58314"
04/05/2023 10:45,"65859"
04/05/2023 11:00,"66087.6641"
04/05/2023 11:15,"65782.3281"
04/05/2023 11:30,"54272.6641"
04/05/2023 11:45,"68542.6641"
04/05/2023 12:00,"70547.3359"
04/05/2023 12:15,"70228.3359"
04/05/2023 12:30,"70874.3359"
04/05/2023 12:45,"72511"
04/05/2023 13:00,"72017"
04/05/2023 13:15,"59885.6641"
04/05/2023 13:30,"29055"
04/05/2023 13:45,"19079.334"
04/05/2023 14:00,"12395.666"
04/05/2023 14:15,"11803.333"
04/05/2023 14:30,"13280.667"
04/05/2023 14:45,"15422.332"
04/05/2023 15:00,"18596.666"
04/05/2023 15:15,"22175"
04/05/2023 15:30,"23514.668"
04/05/2023 15:45,"18231.666"
04/05/2023 16:00,"17172"
04/05/2023 16:15,"18750.666"
04/05/2023 16:30,"16449.334"
04/05/2023 16:45,"14020.334"
04/05/2023 17:00,"11748.001"
04/05/2023 17:15,"12019"
04/05/2023 17:30,"10261"
04/05/2023 17:45,"7428.333"
04/05/2023 18:00,"3680.0002"
04/05/2023 18:15,"578.3334"
04/05/2023 18:30,"0"
04/05/2023 18:45,"0"
04/05/2023 19:00,"0"
04/05/2023 19:15,"0"
04/05/2023 19:30,"0"
04/05/2023 19:45,"0"
04/05/2023 20:00,"0"
04/05/2023 20:15,"0"
04/05/2023 20:30,"0"
04/05/2023 20:45,"0"
04/05/2023 21:00,"0"
04/05/2023 21:15,"0"
04/05/2023 21:30,"0"
04/05/2023 21:45,"0"
04/05/2023 22:00,"0"
04/05/2023 22:15,"0"
04/05/2023 22:30,"0"
04/05/2023 22:45,"0"
04/05/2023 23:00,"0"
04/05/2023 23:15,"0"
04/05/2023 23:30,"0"
04/05/2023 23:45,"0"
04/06/2023 00:00,"0"
04/06/2023 00:15,"0"
04/06/2023 00:30,"0"
04/06/2023 00:45,"0"
04/06/2023 01:00,"0"
04/06/2023 01:15,"0"
04/06/2023 01:30,"0"
04/06/2023 01:45,"0"
04/06/2023 02:00,"0"
04/06/2023 02:15,"0"
04/06/2023 02:30,"0"
04/06/2023 02:45,"0"
04/06/2023 03:00,"0"
04/06/2023 03:15,"0"
04/06/2023 03:30,"0"
04/06/2023 03:45,"0"
04/06/2023 04:00,"0"
04/06/2023 04:15,"0"
04/06/2023 04:30,"0"
04/06/2023 04:45,"0"
04/06/2023 05:00,"0"
04/06/2023 05:15,"0"
04/06/2023 05:30,"0"
04/06/2023 05:45,"0"
04/06/2023 06:00,"0"
04/06/2023 06:15,"170"
04/06/2023 06:30,"1805.3333"
04/06/2023 06:45,"3716.3333"
04/06/2023 07:00,"8251"
04/06/2023 07:15,"13935.333"
04/06/2023 07:30,"17853.334"
04/06/2023 07:45,"19858"
04/06/2023 08:00,"21735"
04/06/2023 08:15,"24499.332"
04/06/2023 08:30,"31469"
04/06/2023 08:45,"38381"
04/06/2023 09:00,"41406.668"
04/06/2023 09:15,"47151"
04/06/2023 09:30,"36061"
04/06/2023 09:45,"51989"
04/06/2023 10:00,"50217.332"
04/06/2023 10:15,"49494.668"
04/06/2023 10:30,"65007.6719"
04/06/2023 10:45,"66157"
04/06/2023 11:00,"67594.3359"
04/06/2023 11:15,"61559"
04/06/2023 11:30,"65946"
04/06/2023 11:45,"59128"
04/06/2023 12:00,"69341.3281"
04/06/2023 12:15,"70771"
04/06/2023 12:30,"69879.6641"
04/06/2023 12:45,"68611.3281"
04/06/2023 13:00,"66612"
04/06/2023 13:15,"65556"
04/06/2023 13:30,"64345.332"
04/06/2023 13:45,"62758.3359"
04/06/2023 14:00,"60013"
04/06/2023 14:15,"56116.6641"
04/06/2023 14:30,"54621"
04/06/2023 14:45,"51488"
04/06/2023 15:00,"50678.332"
04/06/2023 15:15,"42180.3359"
04/06/2023 15:30,"10708.333"
04/06/2023 15:45,"10138.667"
04/06/2023 16:00,"11544.334"
04/06/2023 16:15,"13128.667"
04/06/2023 16:30,"14610.666"
04/06/2023 16:45,"11558.667"
04/06/2023 17:00,"8245.333"
04/06/2023 17:15,"7549.6665"
04/06/2023 17:30,"8531.666"
04/06/2023 17:45,"7134.667"
04/06/2023 18:00,"3665.6665"
04/06/2023 18:15,"965.3334"
04/06/2023 18:30,"71.6667"
04/06/2023 18:45,"0"
04/06/2023 19:00,"0"
04/06/2023 19:15,"0"
04/06/2023 19:30,"0"
04/06/2023 19:45,"0"
04/06/2023 20:00,"0"
04/06/2023 20:15,"0"
04/06/2023 20:30,"0"
04/06/2023 20:45,"0"
04/06/2023 21:00,"0"
04/06/2023 21:15,"0"
04/06/2023 21:30,"0"
04/06/2023 21:45,"0"
04/06/2023 22:00,"0"
04/06/2023 22:15,"0"
04/06/2023 22:30,"0"
04/06/2023 22:45,"0"
04/06/2023 23:00,"0"
04/06/2023 23:15,"0"
04/06/2023 23:30,"0"
04/06/2023 23:45,"0"
04/07/2023 00:00,"0"
04/07/2023 00:15,"0"
04/07/2023 00:30,"0"
04/07/2023 00:45,"0"
04/07/2023 01:00,"0"
04/07/2023 01:15,"0"
04/07/2023 01:30,"0"
04/07/2023 01:45,"0"
04/07/2023 02:00,"0"
04/07/2023 02:15,"0"
04/07/2023 02:30,"0"
04/07/2023 02:45,"0"
04/07/2023 03:00,"0"
04/07/2023 03:15,"0"
04/07/2023 03:30,"0"
04/07/2023 03:45,"0"
04/07/2023 04:00,"0"
04/07/2023 04:15,"0"
04/07/2023 04:30,"0"
04/07/2023 04:45,"0"
04/07/2023 05:00,"0"
04/07/2023 05:15,"0"
04/07/2023 05:30,"0"
04/07/2023 05:45,"0"
04/07/2023 06:00,"0"
04/07/2023 06:15,"357"
04/07/2023 06:30,"1428"
04/07/2023 06:45,"3325.3335"
04/07/2023 07:00,"6204"
04/07/2023 07:15,"8479"
04/07/2023 07:30,"12411"
04/07/2023 07:45,"15278.668"
04/07/2023 08:00,"13875.667"
04/07/2023 08:15,"13795"
04/07/2023 08:30,"11539.666"
04/07/2023 08:45,"14025"
04/07/2023 09:00,"8772"
04/07/2023 09:15,"8840.667"
04/07/2023 09:30,"8101"
04/07/2023 09:45,"4050"
04/07/2023 10:00,"1495"
04/07/2023 10:15,"523"
04/07/2023 10:30,"276.6667"
04/07/2023 10:45,"0"
04/07/2023 11:00,"0"
04/07/2023 11:15,"115"
04/07/2023 11:30,"481.6667"
04/07/2023 11:45,"993.0001"
04/07/2023 12:00,"1460.0001"
04/07/2023 12:15,"2300.6667"
04/07/2023 12:30,"3861.6667"
04/07/2023 12:45,"5277.3335"
04/07/2023 13:00,"9004.667"
04/07/2023 13:15,"15386.666"
04/07/2023 13:30,"22028.334"
04/07/2023 13:45,"24632"
04/07/2023 14:00,"23013.666"
04/07/2023 14:15,"28015.666"
04/07/2023 14:30,"33841.668"
04/07/2023 14:45,"33179.332"
04/07/2023 15:00,"26445.668"
04/07/2023 15:15,"28041.332"
04/07/2023 15:30,"24377"
04/07/2023 15:45,"16381"
04/07/2023 16:00,"17894"
04/07/2023 16:15,"29756.334"
04/07/2023 16:30,"30261.668"
04/07/2023 16:45,"25642"
04/07/2023 17:00,"19156"
04/07/2023 17:15,"12214.001"
04/07/2023 17:30,"9820.666"
04/07/2023 17:45,"6487.6665"
04/07/2023 18:00,"3204.6667"
04/07/2023 18:15,"436.3333"
04/07/2023 18:30,"0"
04/07/2023 18:45,"0"
04/07/2023 19:00,"0"
04/07/2023 19:15,"0"
04/07/2023 19:30,"0"
04/07/2023 19:45,"0"
04/07/2023 20:00,"0"
04/07/2023 20:15,"0"
04/07/2023 20:30,"0"
04/07/2023 20:45,"0"
04/07/2023 21:00,"0"
04/07/2023 21:15,"0"
04/07/2023 21:30,"0"
04/07/2023 21:45,"0"
04/07/2023 22:00,"0"
04/07/2023 22:15,"0"
04/07/2023 22:30,"0"
04/07/2023 22:45,"0"
04/07/2023 23:00,"0"
04/07/2023 23:15,"0"
04/07/2023 23:30,"0"
04/07/2023 23:45,"0"
04/08/2023 00:00,"0"
04/08/2023 00:15,"0"
04/08/2023 00:30,"0"
04/08/2023 00:45,"0"
04/08/2023 01:00,"0"
04/08/2023 01:15,"0"
04/08/2023 01:30,"0"
04/08/2023 01:45,"0"
04/08/2023 02:00,"0"
04/08/2023 02:15,"0"
04/08/2023 02:30,"0"
04/08/2023 02:45,"0"
04/08/2023 03:00,"0"
04/08/2023 03:15,"0"
04/08/2023 03:30,"0"
04/08/2023 03:45,"0"
04/08/2023 04:00,"0"
04/08/2023 04:15,"0"
04/08/2023 04:30,"0"
04/08/2023 04:45,"0"
04/08/2023 05:00,"0"
04/08/2023 05:15,"0"
04/08/2023 05:30,"0"
04/08/2023 05:45,"0"
04/08/2023 06:00,"0"
04/08/2023 06:15,"397"
04/08/2023 06:30,"1990"
04/08/2023 06:45,"4943.333"
04/08/2023 07:00,"9262"
04/08/2023 07:15,"14015.333"
04/08/2023 07:30,"19463"
04/08/2023 07:45,"24358"
04/08/2023 08:00,"28165.666"
04/08/2023 08:15,"32632.666"
04/08/2023 08:30,"37227.332"
04/08/2023 08:45,"42807.332"
04/08/2023 09:00,"44846.3359"
04/08/2023 09:15,"50155.6641"
04/08/2023 09:30,"52538.3359"
04/08/2023 09:45,"55230"
04/08/2023 10:00,"58584"
04/08/2023 10:15,"62070.3359"
04/08/2023 10:30,"64057.3281"
04/08/2023 10:45,"65362.3281"
04/08/2023 11:00,"66997"
04/08/2023 11:15,"67282.6719"
04/08/2023 11:30,"70414.6641"
04/08/2023 11:45,"62917.6641"
04/08/2023 12:00,"53137.668"
04/08/2023 12:15,"46403.668"
04/08/2023 12:30,"57784"
04/08/2023 12:45,"71167"
04/08/2023 13:00,"67063.6719"
04/08/2023 13:15,"63016.3359"
04/08/2023 13:30,"54279.6719"
04/08/2023 13:45,"67727.6719"
04/08/2023 14:00,"70690"
04/08/2023 14:15,"46946.3359"
04/08/2023 14:30,"12395.667"
04/08/2023 14:45,"4427"
04/08/2023 15:00,"2016.6666"
04/08/2023 15:15,"928.3333"
04/08/2023 15:30,"755.3334"
04/08/2023 15:45,"639.6666"
04/08/2023 16:00,"513.3334"
04/08/2023 16:15,"239.3333"
04/08/2023 16:30,"109.3333"
04/08/2023 16:45,"41.6667"
04/08/2023 17:00,"0"
04/08/2023 17:15,"0"
04/08/2023 17:30,"0"
04/08/2023 17:45,"0"
04/08/2023 18:00,"0"
04/08/2023 18:15,"0"
04/08/2023 18:30,"0"
04/08/2023 18:45,"0"
04/08/2023 19:00,"0"
04/08/2023 19:15,"0"
04/08/2023 19:30,"0"
04/08/2023 19:45,"0"
04/08/2023 20:00,"0"
04/08/2023 20:15,"0"
04/08/2023 20:30,"0"
04/08/2023 20:45,"0"
04/08/2023 21:00,"0"
04/08/2023 21:15,"0"
04/08/2023 21:30,"0"
04/08/2023 21:45,"0"
04/08/2023 22:00,"0"
04/08/2023 22:15,"0"
04/08/2023 22:30,"0"
04/08/2023 22:45,"0"
04/08/2023 23:00,"0"
04/08/2023 23:15,"0"
04/08/2023 23:30,"0"
04/08/2023 23:45,"0"
04/09/2023 00:00,"0"
04/09/2023 00:15,"0"
04/09/2023 00:30,"0"
04/09/2023 00:45,"0"
04/09/2023 01:00,"0"
04/09/2023 01:15,"0"
04/09/2023 01:30,"0"
04/09/2023 01:45,"0"
04/09/2023 02:00,"0"
04/09/2023 02:15,"0"
04/09/2023 02:30,"0"
04/09/2023 02:45,"0"
04/09/2023 03:00,"0"
04/09/2023 03:15,"0"
04/09/2023 03:30,"0"
04/09/2023 03:45,"0"
04/09/2023 04:00,"0"
04/09/2023 04:15,"0"
04/09/2023 04:30,"0"
04/09/2023 04:45,"0"
04/09/2023 05:00,"0"
04/09/2023 05:15,"0"
04/09/2023 05:30,"0"
04/09/2023 05:45,"0"
04/09/2023 06:00,"5"
04/09/2023 06:15,"706.3333"
04/09/2023 06:30,"2358"
04/09/2023 06:45,"5634.667"
04/09/2023 07:00,"9305.334"
04/09/2023 07:15,"14230"
04/09/2023 07:30,"20516.332"
04/09/2023 07:45,"24209.666"
04/09/2023 08:00,"25017.668"
04/09/2023 08:15,"32100.332"
04/09/2023 08:30,"36347.332"
04/09/2023 08:45,"40703.6641"
04/09/2023 09:00,"44350"
04/09/2023 09:15,"45120.3359"
04/09/2023 09:30,"46292"
04/09/2023 09:45,"56175.3359"
04/09/2023 10:00,"57512"
04/09/2023 10:15,"60969.3359"
04/09/2023 10:30,"62999.6719"
04/09/2023 10:45,"65442.668"
04/09/2023 11:00,"66921.3359"
04/09/2023 11:15,"68671"
04/09/2023 11:30,"64467.6641"
04/09/2023 11:45,"70747"
04/09/2023 12:00,"70528.3359"
04/09/2023 12:15,"71898.6719"
04/09/2023 12:30,"72129.6641"
04/09/2023 12:45,"71831.6719"
04/09/2023 13:00,"70523.3281"
04/09/2023 13:15,"68782.3359"
04/09/2023 13:30,"66732.3359"
04/09/2023 13:45,"64472"
04/09/2023 14:00,"62370"
04/09/2023 14:15,"59907.6719"
04/09/2023 14:30,"56358"
04/09/2023 14:45,"53326.332"
04/09/2023 15:00,"49602"
04/09/2023 15:15,"46325.332"
04/09/2023 15:30,"42396"
04/09/2023 15:45,"37853.668"
04/09/2023 16:00,"32934.332"
04/09/2023 16:15,"28922"
04/09/2023 16:30,"24298"
04/09/2023 16:45,"19797.666"
04/09/2023 17:00,"15198"
04/09/2023 17:15,"11481.333"
04/09/2023 17:30,"7721.333"
04/09/2023 17:45,"4336.6665"
04/09/2023 18:00,"991"
04/09/2023 18:15,"0"
04/09/2023 18:30,"0"
04/09/2023 18:45,"0"
04/09/2023 19:00,"0"
04/09/2023 19:15,"0"
04/09/2023 19:30,"0"
04/09/2023 19:45,"0"
04/09/2023 20:00,"0"
04/09/2023 20:15,"0"
04/09/2023 20:30,"0"
04/09/2023 20:45,"0"
04/09/2023 21:00,"0"
04/09/2023 21:15,"0"
